id,code,headline,keywords,orderable,options,ship-weight,taxable,merchant-category,availability,page-title,product-url,family,price,upc,google-base-product-type,description,path,gift-certificate,label,manufacturer-part-number,caption,isbn,name,abstract,condition,sale-price,brand
stsebag,"CDCB1111",,"standard wheelchair seatback bag, wheelchair seatback bag, seatback bag, compartment bag for wheelchairs, scooter compartment bag, wheelchair compartment bag, bag compartment, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"On The Move>Wheelchair Accessories>Wheelchair Backpacks, Totes, Packs, Bags & Pouches","Usually ships the next business day","Standard Wheelchair Seatback Bag :: compartment","http://www.wrightstuff.biz/makinglifeeasier/stsebag.html",,29.95,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment Accessories","Standard Wheelchair Seatback Bag is an excellent way to store items on the back of your power chair or wheelchair. A zippered top keeps your belongings secure.","On The Move:Wheelchair Accessories:Wheelchair Backpacks, Totes, Packs, Bags & Pouches",No,"frwhcu reachingaids piandpo adeaut","111422","The <b>Standard Wheelchair Seat-back Bag</b> is perfect for every day use!  A zippered top keeps your belongings secure. Spacious, single compartment bag. Ideal for everyday use. Fits both wheelchairs and scooters.  Adjustable straps convert to fit scooter seat back and wheelchair push handles.
<h4>Standard Wheelchair Seat-back Bag Features:</h4>
<ul>
<li>Fits both wheelchairs and scooters.</li>
<li>Spacious, single compartment bag.</li>
</ul>
<h4>Standard Wheelchair Seat-back Bag Specifications:</h4>
<ul>
<li>Measures 12 inches wide x 12 inches high x 3 inches deep.</li>
<li>Constructed of high quality water-resistant fabric with durable nylon webbing straps.</li>
<li> Made in U.S.A.</li>
</ul>",,"Standard Wheelchair Seatback Bag","Fits wheelchairs and scooters.","New",,"The Wright Stuff, Inc."
ststplgu,"CMI104",,"stainless steel plate guard, plate guard,",Yes,,,Yes,"In the Kitchen>Adapted Plates, Plate Guards and Bowls>Plates","Usually ships the next business day","Plate Guard :: Stainless Steel","http://www.wrightstuff.biz/makinglifeeasier/ststplgu.html",,14.95,"873704000610","Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates","Stainless Steel Plate Guard features three spring action clips to secure the guard to the plate. Fits plates with a diameter of 9 to 11 inches.","In the Kitchen:Adaptive Plates, Plate Guards and Bowls",No,"adeaut adaptedknives bathingaids norinseproduts","873704000610","The <b>Stainless Steel Plate Guard</b> features three spring action clips to secure the guard to the plate.  Fits plates with a diameter of 9 to 11 inches. 

<h4>Stainless Steel Plate Guard Features:</h4>
<ul>
<li>Three spring action clips to secure the guard to the plate.</li>
<li>Dishwasher safe.</li>
<li>Stainless Steel offers durability and sanitation.</li>
</ul>
<h4>Stainless Steel Plate Guard Specifications:</h4>
<ul>
<li>Fits plates with a diameter of 9 to 11 inches.</li>
</ul>",,"Stainless Steel Plate Guard","Aids in keeping food on plate and for easier scooping.","New",,"The Wright Stuff, Inc."
ststsh,"AKE33002",,"stainless steel shoe horn, shoe horn, shoehorn, dressing aid, long handle shoe horn, shoe horns, shoe and foot care, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Gettting Ready>Shoe Horns","Usually ships the next business day","Stainless Steel Shoe Horn :: 24 inch","http://www.wrightstuff.biz/makinglifeeasier/ststsh.html",,10.95,"873704001266","Health & Beauty > Personal Care","Stainless Steel Shoe Horn has a curved, vinyl covered hand grip. The curved grip is easier to grasp and can also be used for pulling up socks.","Getting Ready:Adaptive Dressing Aids:Long Handle Shoe Horns",No,"bocalohahabo bocalohabran1 reachingaids","111208","Extra long 24 inch <b>Stainless Steel Shoe Horn</b> has a curved, vinyl covered hand grip. The curved grip is easier to grasp and can also be used for pulling up socks.

<h4>Stainless Steel Shoe Horn Features:</h4>
<ul>
<li>Made of stainless steel metal.</li>
<li>Soft rubber handle.</li>
</ul>
<h4>Stainless Steel Shoe Horn Specifications:</h4>
<ul>
<li>24"" Stainless Steel</li>
</ul>",,"Stainless Steel Shoe Horn","Extra long 24 inch stainless steel shoehorn.","New",,"The Wright Stuff, Inc."
stwasibag,"CDCB5411",,"standard walker side bag, side bag for walker, walker side bag, walker storage bag, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"On the Move>Walker Accessories","Usually ships the next business day","Standard Walker Side Bag","http://www.wrightstuff.biz/makinglifeeasier/stwasibag.html",,17.95,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment Accessories","Standard Walker Side Bag attaches to side of most walkers and is convenient for storing small items. It is constructed of high quality water resistant fabric.","On The Move:Walker Accessories:Walker Bags, Totes, Packs and Pouches",No,"frwhcu reachingaids piandpo adeaut","111441","The <b>Standard Walker Side Bag</b> attaches to the side of most walkers and is convenient for storing small items. It is constructed of high quality water resistant fabric with durable nylon straps and is made in the USA. This small walker pouch measures 11 inches wide, 6 inches long, 3 inches deep.</li>
<br>
<h4>Standard Walker Side Bag Features:</h4>
<ul>
<li>Ideal for storing small items.</li>
<li>Smaller size doesn't weigh down the walker. </li>
<li>Straps prevent bag from swinging.</li>
</ul>
<h4>Standard Walker Side Bag Specifications:</h4>
<ul>
<li>Measures: 11 x 6 x 3 inches.</li>
<li>Material: high quality water-resistant fabric with durable nylon webbing straps.</li>
<li>Made in: U.S.A.</li>
<li>Color: Black.</li>
</ul>",,"Standard Walker Side Bag","Side walker bag.","New",,"The Wright Stuff, Inc."
stwrpenre,"AMI330R",,"steady write pen refills, refills for steady write pen, pen refills, steady write refills, pack of 3 refills, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Around the House > Adaptive Writing Aids","Usually ships the next business day","Steady Write Pen Refills :: package of 3","http://www.wrightstuff.biz/makinglifeeasier/stwrpenre.html",,3.95,"742645008408","Office Supplies > Office Instruments >  Writing Instrument Accessories > Pen Ink & Refills","Steady Write Pen Refills are for the Steady Write Pen. Package of 3 additional refills for the Steady Write Pen.","Around the House:Adaptive Writing Aids",No,"buandziai tharjosu cartrai","742645008408","Package of 3 additional refills for the Steady Write Pen.",,"Steady Write Pen Refills","Package of 3 additional refills for the Steady Write Pen.","New",,"The Wright Stuff, Inc."
sudebr,"ASP6338",,"suction denture brush, denture brush, doubled sided denture brush, dental care, denture care, personal hygiene, one handed denture care, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Getting Ready>Oral Hygiene Aids","Usually ships the next business day","Suction Denture Brush :: denture care","http://www.wrightstuff.biz/makinglifeeasier/sudebr.html",,10.95,,"Health & Beauty > Personal Care > Oral Care >  Denture Cleaners","Suction Denture Brush is ideal for independent one handed denture care.The Suction Denture Brush has bristles on both sides. This product has two suction feet on the bottom of the base that securely hold it in place.","Getting Ready:Adaptive Grooming and Hygiene Aids:Oral Hygiene Aids",No,"reachingaids buandziai adeaut","32830G","The <b>Suction Denture Brush</b> has bristles on both sides.  This product has two suction feet on the bottom of the base that securely hold it in place. The larger brush has even-length bristles, and the smaller brush has contoured bristles. Ideal for independent one handed denture care. Handle color may vary.
<h4>Suction Denture Brush Features:</h4>
<ul>
<li>Suction feet that securely hold the base in place.</li>
<li>Ideal for independent one handed denture care.</li>
</ul>",,"Suction Denture Brush","Ideal for easy denture care.","New",,"The Wright Stuff, Inc."
sufitfogu,"NC35244",,"sure fit food guard, food guard, sure fit, food bumper, sturdy food guard, clear food guard, eating aid, dining aid, food scoop, food scooper, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"In the Kitchen>Adapted Plates, Plate Guards and Bowls>Plates","Usually ships the next business day","Sure Fit Food Guard :: food guard","http://www.wrightstuff.biz/makinglifeeasier/sufitfogu.html",,12.95,,"Health & Beauty > Personal Care","Sure Fit Food Guard allows people who have difficulty eating to scoop food up against it. Ideal for use at home and at restaurants due to its inconspicuous design and tapered ends.","In the Kitchen:Adaptive Plates, Plate Guards and Bowls",No,"adeaut adaptedknives bathingaids norinseproduts","NC35244","The <b>Sure Fit Food Guard</b> is ideal for use at home and at restaurants due to its inconspicuous design and tapered ends. It's clear polycarbonate plastic is attractive, strong and functional. The Sure Fit Food Guard stays securely in place while scooping up against it, so food stays on the plate. The Sure Fit Food Guard attaches by sliding the grooved edge onto the plate, forming a gapless fit.
<h4>Sure Fit Food Guard Features:</h4>
<ul>
<li>Clear polycarbonate plastic is attractive, strong and functional.</li>
<li>Allows people who have difficulty eating to scoop food up against it.</li>
<li>Tapered guard ends allow for easy utensil use.</li>
</ul>
<h4>Sure Fit Food Guard Specifications:</h4>
<ul>
<li>Fits plates from 8 1/2 to 10 inches in diameter.</li>
<li>Top rack dishwasher safe.</li>
</ul>",,"Sure Fit Food Guard","Ideal for use at home and restaurants.","New",,"The Wright Stuff, Inc."
suitcaseramps2,"MEZ200",,"ez-access 2 ft signature series suitcase ramp, 2 ft signature series suitcase ramp, wheelchair ramp, threshold ramp, wheelchair suitcase ramp, scooter ramp, suitcase ramp, portable ramp, ultra strong ramp, ez-access ramp, easy access ramp, power chair ramps, power scooter ramp, wheelchair vehicle ramp, for the disabled, handicapped, elderly, seniors, physically impaired
",Yes,,,Yes,"On The Move > Wheelchair Accessories > Wheelchair Ramps","Usually ships the next business day","2 FT Wheelchair Suitcase Ramps :: EZ - Access","http://www.wrightstuff.biz/makinglifeeasier/suitcaseramps2.html",,134.95,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment","The new EZ - Access 2 ft Suitcase Ramp Signature SS2 features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.","On The Move:Scooter Accessories:Wheelchair Ramps",No,"norinseproduts jarandboop reachingaids polegandfohu","766900205","The new <b>EZ - Access 2 ft Suitcase Ramp Signature SS2</b> features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.  The Signature Series Suitcase Ramps are ultra-strong, single-fold ramps that provide the safety and strength required while remaining lightweight and portable. The hinge features a no-pinch, non-protruding live hinge for safe, silent, and maintenance free operation.
<br><br>
The ergonomically designed flexible, non-breakable handles offer convenient carrying and a comfortable grip. The 800 lb weight capacity allows the ramp to safely support power scooters, power wheelchairs and manual wheelchairs. Welded construction provides long-term durability and safety.
<h4> EZ - Access 2 FT Ramp Features:</h4>
<ul>
<li>Non-skid surface.</li>
<li>Built-in carrying handle.</li>
<li>Lightweight and portable.</li>
<li>Easy conversion from ramp to ground.</li>
</ul>
<h4> EZ - Access 2 FT Ramp Specifications:</h4>
<ul>
<li>Usable size: 2 feet x 30 inches.</li>
<li>Folded size: 24 inches x 15 inches x 4 inches.</li>
<li>Weight: 11 pounds.</li>
<li>Weight capacity: 800 pounds.</li>
<li>Warranty: Manufacturer's 3 year.</li>
<li>Made of: Aluminum. 
</ul>",,"EZ - Access 2 FT Suitcase Ramp Signature SS2","Helps make the maneuverability of wheelchairs or scooters much easier.","New",109.95,"The Wright Stuff, Inc."
suitcaseramps3,"MEZ300",,"ez-access 3 ft signature series suitcase ramp, 3 ft signature series suitcase ramp, wheelchair ramp, threshold ramp, wheelchair suitcase ramp, scooter ramp, suitcase ramp, portable ramp, ultra strong ramp, ez-access ramp, easy access ramp, power chair ramps, power scooter ramp, wheelchair vehicle ramp, for the disabled, handicapped, elderly, seniors, physically impaired
",Yes,,,Yes,"On The Move > Wheelchair Accessories > Wheelchair Ramps","Usually ships the next business day","3 FT Wheelchair Suitcase Ramps :: EZ - Access","http://www.wrightstuff.biz/makinglifeeasier/suitcaseramps3.html",,189.95,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment","The new EZ - Access 3 ft Suitcase Ramp Signature SS3 features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.","On The Move:Scooter Accessories:Wheelchair Ramps",No,"lohasp utensilholders keyturners trmdthskpr","766900204","The new <b>EZ - Access 3 ft Suitcase Ramp Signature SS3</b> features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.  The Signature Series Suitcase Ramps are ultra-strong, single-fold ramps that provide the safety and strength required while remaining lightweight and portable. The hinge features a no-pinch, non-protruding live hinge for safe, silent, and maintenance free operation.
<br><br>
The ergonomically designed flexible, non-breakable handles offer convenient carrying and a comfortable grip. The 800 lb weight capacity allows the ramp to safely support power scooters, power wheelchairs and manual wheelchairs. Welded construction provides long-term durability and safety.
<h4> EZ - Access 3 FT Ramp Features:</h4>
<ul>
<li>Non-skid surface.</li>
<li>Built-in carrying handle.</li>
<li>Lightweight and portable.</li>
<li>Easy conversion from ramp to ground.</li>
</ul>
<h4> EZ - Access 3 FT Ramp Specifications:</h4>
<ul>
<li>Usable size: 3 feet x 30 inches.</li>
<li>Folded size: 36 inches x 15 inches x 4 inches.</li>
<li>Weight: 17 pounds.</li>
<li>Weight capacity: 800 pounds.</li>
<li>Warranty: Manufacturer's 3 year.</li>
<li>Made of: Aluminum. 
</ul>",,"EZ - Access 3 FT Suitcase Ramp Signature SS3","Helps make the maneuverability of wheelchairs or scooters much easier.","New",154.95,"The Wright Stuff, Inc."
suitcaseramps4,"MEZ400",,"ez-access 4 ft signature series suitcase ramp, 4 ft signature series suitcase ramp, wheelchair ramp, threshold ramp, wheelchair suitcase ramp, scooter ramp, suitcase ramp, portable ramp, ultra strong ramp, ez-access ramp, easy access ramp, power chair ramps, power scooter ramp, wheelchair vehicle ramp, for the disabled, handicapped, elderly, seniors, physically impaired
",Yes,,,Yes,"On The Move > Wheelchair Accessories > Wheelchair Ramps","Usually ships the next business day","4 FT Wheelchair Suitcase Ramps :: EZ - Access","http://www.wrightstuff.biz/makinglifeeasier/suitcaseramps4.html",,264.95,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment","The new EZ - Access 4 ft Suitcase Ramp Signature SS4 features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.","On The Move:Scooter Accessories:Wheelchair Ramps",No,"soandstai adplplguandb pillorganizers glwrandsu","111754","The new <b>EZ - Access 4 ft Suitcase Ramp Signature SS4</b> features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.  The Signature Series Suitcase Ramps are ultra-strong, single-fold ramps that provide the safety and strength required while remaining lightweight and portable. The hinge features a no-pinch, non-protruding live hinge for safe, silent, and maintenance free operation.
<br><br>
The ergonomically designed flexible, non-breakable handles offer convenient carrying and a comfortable grip. The 800 lb weight capacity allows the ramp to safely support power scooters, power wheelchairs and manual wheelchairs. Welded construction provides long-term durability and safety.
<h4> EZ - Access 4 FT Ramp Features:</h4>
<ul>
<li>Non-skid surface.</li>
<li>Built-in carrying handle.</li>
<li>Lightweight and portable.</li>
<li>Easy conversion from ramp to ground.</li>
</ul>
<h4> EZ - Access 4 FT Ramp Specifications:</h4>
<ul>
<li>Usable size: 4 feet x 30 inches.</li>
<li>Folded size: 48 inches x 15 inches x 4 inches.</li>
<li>Weight: 23 pounds.</li>
<li>Weight capacity: 800 pounds.</li>
<li>Warranty: Manufacturer's 3 year.</li>
<li>Made of: Aluminum. 
</ul>",,"EZ - Access 4 FT Suitcase Ramp Signature SS4","Helps make the maneuverability of wheelchairs or scooters much easier.","New",194.95,"The Wright Stuff, Inc."
suitcaseramps5,"MEZ500",,"ez-access 5 ft signature series suitcase ramp, 5 ft signature series suitcase ramp, wheelchair ramp, threshold ramp, wheelchair suitcase ramp, scooter ramp, suitcase ramp, portable ramp, ultra strong ramp, ez-access ramp, easy access ramp, power chair ramps, power scooter ramp, wheelchair vehicle ramp, for the disabled, handicapped, elderly, seniors, physically impaired
",Yes,,,Yes,"On The Move > Wheelchair Accessories > Wheelchair Ramps","Usually ships the next business day","5 FT Wheelchair Suitcase Ramps :: EZ - Access","http://www.wrightstuff.biz/makinglifeeasier/suitcaseramps5.html",,314.95,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment","The new EZ - Access 5 ft Suitcase Ramp Signature SS5 features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.","On The Move:Scooter Accessories:Wheelchair Ramps",No,"bocalohabran1 adaptivestraws therapylamps kissmyback",,"The new <b>EZ - Access 5 ft Suitcase Ramp Signature SS5</b> features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.  The Signature Series Suitcase Ramps are ultra-strong, single-fold ramps that provide the safety and strength required while remaining lightweight and portable. The hinge features a no-pinch, non-protruding live hinge for safe, silent, and maintenance free operation.
<br><br>
The ergonomically designed flexible, non-breakable handles offer convenient carrying and a comfortable grip. The 800 lb weight capacity allows the ramp to safely support power scooters, power wheelchairs and manual wheelchairs. Welded construction provides long-term durability and safety.
<h4> EZ - Access 5 FT Ramp Features:</h4>
<ul>
<li>Non-skid surface.</li>
<li>Built-in carrying handle.</li>
<li>Lightweight and portable.</li>
<li>Easy conversion from ramp to ground.</li>
</ul>
<h4> EZ - Access 5 FT Ramp Specifications:</h4>
<ul>
<li>Usable size: 5 feet x 30 inches.</li>
<li>Folded size: 60 inches x 15 inches x 4 inches.</li>
<li>Weight: 29 pounds.</li>
<li>Weight capacity: 800 pounds.</li>
<li>Warranty: Manufacturer's 3 year.</li>
<li>Made of: Aluminum. 
</ul>",,"EZ - Access 5 FT Suitcase Ramp Signature SS5","Helps make the maneuverability of wheelchairs or scooters much easier.","New",234.95,"The Wright Stuff, Inc."
suitcaseramps6,"MEZ600",,"ez-access 6 ft signature series suitcase ramp, 6 ft signature series suitcase ramp, wheelchair ramp, threshold ramp, wheelchair suitcase ramp, scooter ramp, suitcase ramp, portable ramp, ultra strong ramp, ez-access ramp, easy access ramp, power chair ramps, power scooter ramp, wheelchair vehicle ramp, for the disabled, handicapped, elderly, seniors, physically impaired
",Yes,,,Yes,"On The Move > Wheelchair Accessories > Wheelchair Ramps","Usually ships the next business day","6 FT Wheelchair Suitcase Ramps :: EZ - Access","http://www.wrightstuff.biz/makinglifeeasier/suitcaseramps6.html",,377.95,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment","The new EZ - Access 6 ft Suitcase Ramp Signature SS6 features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.","On The Move:Scooter Accessories:Wheelchair Ramps",No,"akpocopa gogrut labuunre joandsotiinp","111755","The new <b>EZ - Access 6 ft Suitcase Ramp Signature SS6</b> features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.  The Signature Series Suitcase Ramps are ultra-strong, single-fold ramps that provide the safety and strength required while remaining lightweight and portable. The hinge features a no-pinch, non-protruding live hinge for safe, silent, and maintenance free operation.
<br><br>
The ergonomically designed flexible, non-breakable handles offer convenient carrying and a comfortable grip. The 800 lb weight capacity allows the ramp to safely support power scooters, power wheelchairs and manual wheelchairs. Welded construction provides long-term durability and safety.
<h4> EZ - Access 6 FT Ramp Features:</h4>
<ul>
<li>Non-skid surface.</li>
<li>Built-in carrying handle.</li>
<li>Lightweight and portable.</li>
<li>Easy conversion from ramp to ground.</li>
</ul>
<h4> EZ - Access 6 FT Ramp Specifications:</h4>
<ul>
<li>Usable size: 6 feet x 30 inches.</li>
<li>Folded size: 72 inches x 15 inches x 4 inches.</li>
<li>Weight: 34 pounds.</li>
<li>Weight capacity: 800 pounds.</li>
<li>Warranty: Manufacturer's 3 year.</li>
<li>Made of: Aluminum. 
</ul>",,"EZ - Access 6 FT Suitcase Ramp Signature SS6","Helps make the maneuverability of wheelchairs or scooters much easier.","New",274.95,"The Wright Stuff, Inc."
suitcaseramps7,"MEZ700",,"ez-access 7 ft signature series suitcase ramp, 7 ft signature series suitcase ramp, wheelchair ramp, threshold ramp, wheelchair suitcase ramp, scooter ramp, suitcase ramp, portable ramp, ultra strong ramp, ez-access ramp, easy access ramp, power chair ramps, power scooter ramp, wheelchair vehicle ramp, for the disabled, handicapped, elderly, seniors, physically impaired
",Yes,,,Yes,"On The Move > Wheelchair Accessories > Wheelchair Ramps","Usually ships the next business day","7 FT Wheelchair Suitcase Ramps :: EZ - Access","http://www.wrightstuff.biz/makinglifeeasier/suitcaseramps7.html",,415.9,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment","The new <b>EZ - Access 7 ft Suitcase Ramp Signature SS7</b> features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.","On The Move:Scooter Accessories:Wheelchair Ramps",No,"toiletingaids adaptedknives adsc1 posk","766900206","The new <b>EZ - Access 7 ft Suitcase Ramp Signature SS7</b> features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.  The Signature Series Suitcase Ramps are ultra-strong, single-fold ramps that provide the safety and strength required while remaining lightweight and portable. The hinge features a no-pinch, non-protruding live hinge for safe, silent, and maintenance free operation.
<br><br>
The ergonomically designed flexible, non-breakable handles offer convenient carrying and a comfortable grip. The 800 lb weight capacity allows the ramp to safely support power scooters, power wheelchairs and manual wheelchairs. Welded construction provides long-term durability and safety.
<h4> EZ - Access 7 FT Ramp Features:</h4>
<ul>
<li>Non-skid surface.</li>
<li>Built-in carrying handle.</li>
<li>Lightweight and portable.</li>
<li>Easy conversion from ramp to ground.</li>
</ul>
<h4> EZ - Access 7 FT Ramp Specifications:</h4>
<ul>
<li>Usable size: 7 feet x 30 inches.</li>
<li>Folded size: 84 inches x 15 inches x 4 inches.</li>
<li>Weight: 41 pounds.</li>
<li>Weight capacity: 800 pounds.</li>
<li>Warranty: Manufacturer's 3 year.</li>
<li>Made of: Aluminum. 
</ul>",,"EZ - Access 7 FT Suitcase Ramp Signature SS7","Helps make the maneuverability of wheelchairs or scooters much easier.","New",349.95,"The Wright Stuff, Inc."
suitcaseramps8,"MEZ800",,"ez-access 8 ft signature series suitcase ramp, 8 ft signature series suitcase ramp, wheelchair ramp, threshold ramp, wheelchair suitcase ramp, scooter ramp, suitcase ramp, portable ramp, ultra strong ramp, ez-access ramp, easy access ramp, power chair ramps, power scooter ramp, wheelchair vehicle ramp, for the disabled, handicapped, elderly, seniors, physically impaired
",Yes,,,Yes,"On The Move > Wheelchair Accessories > Wheelchair Ramps","Usually ships the next business day","8 FT Wheelchair Suitcase Ramps :: EZ - Access","http://www.wrightstuff.biz/makinglifeeasier/suitcaseramps8.html",,469.9,,"Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment","The new EZ - Access 8 ft Suitcase Ramp Signature SS8 features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.","On The Move:Scooter Accessories:Wheelchair Ramps",No,"hiprehabkits dynoma bedroomaids didifocaprsk","766900207","The new <b>EZ - Access 8 ft Suitcase Ramp Signature SS8</b> features an extruded non-skid tread for superior traction, and a self-adjusting bottom transition plate for easy conversion from ramp to ground.  The Signature Series Suitcase Ramps are ultra-strong, single-fold ramps that provide the safety and strength required while remaining lightweight and portable. The hinge features a no-pinch, non-protruding live hinge for safe, silent, and maintenance free operation.
<br><br>
The ergonomically designed flexible, non-breakable handles offer convenient carrying and a comfortable grip. The 800 lb weight capacity allows the ramp to safely support power scooters, power wheelchairs and manual wheelchairs. Welded construction provides long-term durability and safety.
<h4> EZ - Access 8 FT Ramp Features:</h4>
<ul>
<li>Non-skid surface.</li>
<li>Built-in carrying handle.</li>
<li>Lightweight and portable.</li>
<li>Easy conversion from ramp to ground.</li>
</ul>
<h4> EZ - Access 8 FT Ramp Specifications:</h4>
<ul>
<li>Usable size: 8 feet x 30 inches.</li>
<li>Folded size: 96 inches x 15 inches x 4 inches.</li>
<li>Weight: 47 pounds.</li>
<li>Weight capacity: 800 pounds.</li>
<li>Warranty: Manufacturer's 3 year.</li>
<li>Made of: Aluminum. 
</ul>",,"EZ - Access 8 FT Suitcase Ramp Signature SS8","Helps make the maneuverability of wheelchairs or scooters much easier.","New",395.95,"The Wright Stuff, Inc."
